Boro_Block_Lot,Baseline?,Condo_Section,Address,Neighborhood,Building_Classification,Total_Units,Year_Built,Gross_SqFt,Estimated_Gross_Income,Gross_Income_per_SqFt,Estimated_Expense,Expense_per_SqFt,Net_Operating_Income,Full_Market_Value,Market_Value_per_SqFt,Distance_From_Condo,BBL,BBLID,X,Y,Inspection_Type1,Inspection_ID1,Inspection_Date1,Result1,Inspection_Type2,Inspection_ID2,Inspection_Date2,Result2,Inspection_Type3,Inspection_ID3,Inspection_Date3,Result3,Inspection_Type4,Inspection_ID4,Inspection_Date4,Result4
1-01216-7501,No,0391-R1,176 WEST 86 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,47,1986,27600,"$974,556 ",$35 ,"$314,640 ",$11 ,"$659,916 ","$4,879,999 ",$177 ,NA,1-01216-7501,1012167501,991176.3,226134.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01216-7502,No,0757-R1,110 WEST 86 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,79,1929,88916,"$2,995,580 ",$34 ,"$1,246,602 ",$14 ,"$1,748,978 ","$12,984,000 ",$146 ,NA,1-01216-7502,1012167502,991777.2,225784.7,INITIAL_INSP,PO430154,3/22/12,Passed Inspection,INITIAL_INSP,PO350401,10/24/11,Passed Inspection,INITIAL_INSP,PO180702,9/28/10,Passed Inspection,NA,NA,NA,NA
1-01216-7503,No,1031-R1,160 WEST 86 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,38,1998,70430,"$2,568,582 ",$36 ,"$950,805 ",$14 ,"$1,617,777 ","$11,923,000 ",$169 ,NA,1-01216-7503,1012167503,991286.9,226040.4,INITIAL_INSP,PO430139,3/22/12,Passed Inspection,INITIAL_INSP,PO350424,10/20/11,Passed Inspection,INITIAL_INSP,PO180714,9/28/10,Passed Inspection,NA,NA,NA,NA
1-01219-7501,No,0242-R1,100 WEST 89 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,108,1985,145070,"$5,369,041 ",$37 ,"$1,894,614 ",$13 ,"$3,474,427 ","$25,571,996 ",$176 ,NA,1-01219-7501,1012197501,992147.5,226481.1,INITIAL_INSP,PO432667,4/3/12,Passed Inspection,INITIAL_INSP,PO342176,9/21/11,Passed Inspection,INITIAL_INSP,PO169530,9/1/10,Passed Inspection,NA,NA,NA,NA
1-01220-7501,No,0252-R1,127 WEST 89 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,47,1900,33570,"$1,138,359 ",$34 ,"$292,730 ",$9 ,"$845,629 ","$5,158,990 ",$154 ,NA,1-01220-7501,1012207501,991957,226823.4,INITIAL_INSP,PO431407,3/29/12,Passed Inspection,INITIAL_INSP,PO342135,9/21/11,Passed Inspection,INITIAL_INSP,PO169489,8/31/10,Passed Inspection,NA,NA,NA,NA
1-01220-7502,No,0521-R1,103 WEST 89 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,13,1989,27389,"$967,106 ",$35 ,"$312,235 ",$11 ,"$654,871 ","$4,841,997 ",$177 ,NA,1-01220-7502,1012207502,992218.2,226679.2,INITIAL_INSP,PO431405,3/29/12,Passed Inspection,INITIAL_INSP,PO342138,9/21/11,Passed Inspection,INITIAL_INSP,PO169492,8/31/10,Passed Inspection,NA,NA,NA,NA
1-01220-7503,No,0618-R1,107 WEST 89 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,26,1989,54778,"$2,088,685 ",$38 ,"$678,152 ",$12 ,"$1,410,533 ","$10,675,002 ",$195 ,NA,1-01220-7503,1012207503,992117.8,226745.7,COMPLIANCE_INSP,PO431406,4/21/12,Passed Inspection,INITIAL_INSP,PO431406,3/29/12,Active Rat Signs,INITIAL_INSP,PO342137,9/21/11,Passed Inspection,INITIAL_INSP,PO169491,8/31/10,Passed Inspection
1-01220-7504,No,0774-R1,110 WEST 90 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,59,1990,60767,"$2,047,240 ",$34 ,"$851,953 ",$14 ,"$1,195,287 ","$8,873,994 ",$146 ,NA,1-01220-7504,1012207504,992212,226788.7,INITIAL_INSP,PO431403,3/29/12,Passed Inspection,INITIAL_INSP,PO342140,9/21/11,Passed Inspection,INITIAL_INSP,PO169494,9/1/10,Passed Inspection,NA,NA,NA,NA
1-01221-0001,NA,NA,621 AMSTERDAM AVENUE,UPPER WEST SIDE (79-96),D9-ELEVATOR,190,1974,233880,"$6,092,012 ",$26 ,"$2,488,161 ",$11 ,"$3,603,851 ","$26,094,000 ",$112 ,0.1,1-01221-0001,1012210001,991883.3,227227.3,COMPLIANCE_INSP,PO342124,11/9/11,Passed Inspection,INITIAL_INSP,PO431302,4/2/12,Passed Inspection,INITIAL_INSP,PO342124,9/21/11,Active Rat Signs,INITIAL_INSP,PO169462,8/31/10,Passed Inspection
1-01223-7501,No,0357-R1,661 AMSTERDAM AVENUE,UPPER WEST SIDE (79-96),R9-CONDOMINIUM,93,1930,100964,"$3,131,903 ",$31 ,"$1,167,144 ",$12 ,"$1,964,759 ","$14,676,000 ",$145 ,NA,1-01223-7501,1012237501,992089.1,227709,INITIAL_INSP,PO431154,3/27/12,Passed Inspection,INITIAL_INSP,PO341854,9/20/11,Passed Inspection,INITIAL_INSP,PO166592,8/30/10,Passed Inspection,NA,NA,NA,NA
1-01223-7502,No,0550-R1,124 WEST 93 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,53,1925,62389,"$2,079,425 ",$33 ,"$709,363 ",$11 ,"$1,370,062 ","$10,178,999 ",$163 ,NA,1-01223-7502,1012237502,992542.4,227485.1,INITIAL_INSP,PO524556,8/7/12,Passed Inspection,INITIAL_INSP,PO431156,3/27/12,Passed Inspection,INITIAL_INSP,PO341863,9/20/11,Passed Inspection,INITIAL_INSP,PO166601,8/30/10,Passed Inspection
1-01223-7503,No,1645-R1,100 WEST 93 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,279,1973,246842,"$4,800,000 ",$19 ,"$1,372,800 ",$6 ,"$3,427,200 ","$24,552,007 ",$99 ,NA,1-01223-7503,1012237503,992640.3,227402.1,INITIAL_INSP,PO431146,3/27/12,Passed Inspection,INITIAL_INSP,PO341862,9/20/11,Passed Inspection,INITIAL_INSP,PO166600,8/30/10,Passed Inspection,NA,NA,NA,NA
1-01223-7504,No,1984-R1,134 WEST 93 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,53,1925,55008,"$1,542,424 ",$28 ,"$476,919 ",$9 ,"$1,065,505 ","$7,672,003 ",$139 ,NA,1-01223-7504,1012237504,992479.3,227530,INITIAL_INSP,PO431155,3/27/12,Passed Inspection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01227-0040,NA,NA,208 WEST 80 STREET,UPPER WEST SIDE (79-96),C7-WALK-UP,22,1910,9660,"$411,329 ",$43 ,"$91,407 ",$9 ,"$319,922 ","$2,211,000 ",$229 ,0.11,1-01227-0040,1012270040,990140.5,224883.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01227-0041,NA,NA,210 WEST 80 STREET,UPPER WEST SIDE (79-96),C7-WALK-UP,21,1910,9660,"$437,512 ",$45 ,"$142,874 ",$15 ,"$294,638 ","$2,217,000 ",$230 ,0.11,1-01227-0041,1012270041,990117,224896.8,INITIAL_INSP,PO434600,3/26/12,Passed Inspection,INITIAL_INSP,PO352968,10/13/11,Passed Inspection,NA,NA,NA,NA,NA,NA,NA,NA
1-01228-0030,NA,NA,422 AMSTERDAM AVENUE,UPPER WEST SIDE (79-96),C7-WALK-UP,15,1910,8750,"$272,706 ",$31 ,"$106,868 ",$12 ,"$165,838 ","$1,238,000 ",$141 ,0.05,1-01228-0030,1012280030,990348.1,224949.3,INITIAL_INSP,PO433954,3/26/12,Passed Inspection,INITIAL_INSP,PO352920,10/6/11,Passed Inspection,NA,NA,NA,NA,NA,NA,NA,NA
1-01228-7501,No,0508-R1,2250 BROADWAY,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,123,1987,132774,"$4,738,704 ",$36 ,"$1,696,852 ",$13 ,"$3,041,852 ","$22,474,002 ",$169 ,NA,1-01228-7501,1012287501,990187.4,225141.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01228-7502,No,0490-R1,219 WEST 80 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,28,1910,27772,"$1,067,000 ",$38 ,"$179,129 ",$6 ,"$887,871 ","$5,820,001 ",$210 ,NA,1-01228-7502,1012287502,990122.9,225085.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01228-7503,No,1487-R1,223 WEST 80 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,12,2004,21807,"$891,906 ",$41 ,"$303,553 ",$14 ,"$588,353 ","$4,443,998 ",$204 ,NA,1-01228-7503,1012287503,990089.8,225103.9,INITIAL_INSP,PO541088,9/13/12,Passed Inspection,INITIAL_INSP,PO433965,3/26/12,Passed Inspection,INITIAL_INSP,PO352908,10/6/11,Passed Inspection,NA,NA,NA,NA
1-01229-0008,NA,NA,2261 BROADWAY,UPPER WEST SIDE (79-96),D7-ELEVATOR,47,1912,58254,"$3,452,070 ",$59 ,"$526,161 ",$9 ,"$2,925,909 ","$21,744,000 ",$373 ,0.2,1-01229-0008,1012290008,990008.6,225458,INITIAL_INSP,PO431856,3/28/12,Passed Inspection,INITIAL_INSP,PO352587,10/5/11,Passed Inspection,INITIAL_INSP,PO177322,9/20/10,Passed Inspection,NA,NA,NA,NA
1-01229-0036,NA,NA,454 AMSTERDAM AVENUE,UPPER WEST SIDE (79-96),C7-WALK-UP,12,1900,11205,"$403,565 ",$36 ,"$107,965 ",$10 ,"$295,600 ","$2,181,000 ",$195 ,0,1-01229-0036,1012290036,990548,225316.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01229-7501,No,0261-R1,203 WEST 81 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,55,1920,80629,"$2,636,568 ",$33 ,"$867,568 ",$11 ,"$1,769,000 ","$9,547,996 ",$118 ,NA,1-01229-7501,1012297501,990391.8,225258,INITIAL_INSP,PO431853,3/26/12,Passed Inspection,INITIAL_INSP,PO418118,2/29/12,Passed Inspection,INITIAL_INSP,PO352572,10/4/11,Passed Inspection,INITIAL_INSP,PO177415,9/23/10,Passed Inspection
1-01229-7502,No,1872-R1,219 WEST 81 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,117,1912,176424,"$5,645,568 ",$32 ,"$1,866,566 ",$11 ,"$3,779,002 ","$28,172,000 ",$160 ,NA,1-01229-7502,1012297502,990267.8,225333.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01229-7503,No,2016-R1,442 AMSTERDAM AVENUE,UPPER WEST SIDE (79-96),R9-CONDOMINIUM,12,1920,8594,"$292,798 ",$34 ,"$97,456 ",$11 ,"$195,342 ","$1,448,000 ",$168 ,NA,1-01229-7503,1012297503,990468.5,225186.2,INITIAL_INSP,PO431851,3/26/12,Passed Inspection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01230-0030,NA,NA,462 AMSTERDAM AVENUE,UPPER WEST SIDE (79-96),C7-WALK-UP,14,1910,10638,"$362,440 ",$34 ,"$120,642 ",$11 ,"$241,798 ","$1,792,000 ",$168 ,0.05,1-01230-0030,1012300030,990595,225420,INITIAL_INSP,PO431016,3/22/12,Passed Inspection,INITIAL_INSP,PO352558,10/4/11,Passed Inspection,INITIAL_INSP,PO177399,9/23/10,Passed Inspection,NA,NA,NA,NA
1-01230-7501,No,0590-R1,2280 BROADWAY,UPPER WEST SIDE (79-96),R9-CONDOMINIUM,97,1923,155319,"$4,970,208 ",$32 ,"$1,643,275 ",$11 ,"$3,326,933 ","$19,800,000 ",$127 ,NA,1-01230-7501,1012307501,990378.9,225564.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01231-7501,No,0386-R1,225 WEST 83 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,306,1985,369189,"$14,778,636 ",$40 ,"$3,850,641 ",$10 ,"$10,927,995 ","$82,594,009 ",$224 ,NA,1-01231-7501,1012317501,990540.9,225774.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01232-7501,No,0616-R1,255 WEST 84 STREET,UPPER WEST SIDE (79-96),R9-CONDOMINIUM,76,1915,147022,"$4,722,347 ",$32 ,"$1,851,007 ",$13 ,"$2,871,340 ","$18,810,000 ",$128 ,NA,1-01232-7501,1012327501,990378.5,226167.8,INITIAL_INSP,PO430323,3/22/12,Passed Inspection,INITIAL_INSP,PO352367,11/2/11,Passed Inspection,INITIAL_INSP,PO177305,9/20/10,Passed Inspection,NA,NA,NA,NA
1-01232-7502,No,1230-R1,500 WEST END AVENUE,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,89,1915,141562,"$4,538,478 ",$32 ,"$1,640,704 ",$12 ,"$2,897,774 ","$21,599,004 ",$153 ,NA,1-01232-7502,1012327502,990262.2,226235.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01233-0029,NA,NA,520 AMSTERDAM AVENUE,UPPER WEST SIDE (79-96),D6-ELEVATOR,87,1929,102693,"$2,702,441 ",$26 ,"$994,911 ",$10 ,"$1,707,530 ","$12,355,000 ",$120 ,0.15,1-01233-0029,1012330029,990995.5,226113.7,INITIAL_INSP,PO430131,3/22/12,Passed Inspection,INITIAL_INSP,PO351548,9/30/11,Passed Inspection,INITIAL_INSP,PO177370,9/22/10,Passed Inspection,INITIAL_INSP,PO77366,4/13/10,Passed Inspection
1-01233-7501,No,0296-R1,530 WEST END AVENUE,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,45,1912,79554,"$2,630,851 ",$33 ,"$1,275,251 ",$16 ,"$1,355,600 ","$9,427,008 ",$119 ,NA,1-01233-7501,1012337501,990424.7,226540.5,INITIAL_INSP,PO430117,3/22/12,Passed Inspection,INITIAL_INSP,PO351560,9/30/11,Passed Inspection,INITIAL_INSP,PO177289,9/20/10,Passed Inspection,INITIAL_INSP,PO71208,4/7/10,Passed Inspection
1-01233-7502,No,0892-R1,255 WEST 85 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,57,1986,60115,"$2,729,221 ",$45 ,"$509,174 ",$8 ,"$2,220,047 ","$16,701,005 ",$278 ,NA,1-01233-7502,1012337502,990470.8,226425,INITIAL_INSP,PO430124,3/22/12,Passed Inspection,INITIAL_INSP,PO351566,10/3/11,Passed Inspection,INITIAL_INSP,PO177294,9/20/10,Passed Inspection,INITIAL_INSP,PO16366,9/28/09,Passed Inspection
1-01234-0019,NA,NA,2360 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,218,1920,665741,"$23,397,288 ",$35 ,"$6,616,510 ",$10 ,"$16,780,778 ","$124,118,000 ",$186 ,0.93,1-01234-0019,1012340019,991050.5,226490.7,INITIAL_INSP,PO433170,4/2/12,Passed Inspection,INITIAL_INSP,PO344221,10/7/11,Passed Inspection,INITIAL_INSP,PO169852,9/3/10,Passed Inspection,NA,NA,NA,NA
1-01234-7501,No,0600-R1,2373 BROADWAY,UPPER WEST SIDE (79-96),R9-CONDOMINIUM,354,1987,412000,"$16,492,360 ",$40 ,"$4,297,160 ",$10 ,"$12,195,200 ","$92,171,000 ",$224 ,NA,1-01234-7501,1012347501,990660.3,226708.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01235-0032,NA,NA,566 AMSTERDAM AVENUE,UPPER WEST SIDE (79-96),C7-WALK-UP,18,1910,10285,"$380,162 ",$37 ,"$70,074 ",$7 ,"$310,088 ","$1,969,000 ",$191 ,0.05,1-01235-0032,1012350032,991272.9,226641.2,INITIAL_INSP,PO432857,4/3/12,Passed Inspection,INITIAL_INSP,PO344211,10/7/11,Passed Inspection,INITIAL_INSP,PO169842,9/2/10,Passed Inspection,NA,NA,NA,NA
1-01235-0035,NA,NA,572 AMSTERDAM AVENUE,UPPER WEST SIDE (79-96),C7-WALK-UP,14,1905,9750,"$235,686 ",$24 ,"$98,502 ",$10 ,"$137,184 ","$998,000 ",$102 ,0.05,1-01235-0035,1012350035,991312,226712.2,INITIAL_INSP,PO432854,4/3/12,Passed Inspection,INITIAL_INSP,PO344214,10/7/11,Passed Inspection,INITIAL_INSP,PO169845,9/2/10,Passed Inspection,NA,NA,NA,NA
1-01235-7501,No,0074-R1,250 WEST 88 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,60,1920,56306,"$1,743,234 ",$31 ,"$434,119 ",$8 ,"$1,309,115 ","$6,930,007 ",$123 ,NA,1-01235-7501,1012357501,990881.8,226931.4,INITIAL_INSP,PO432842,4/3/12,Passed Inspection,INITIAL_INSP,PO344505,10/13/11,Passed Inspection,INITIAL_INSP,PO172511,9/7/10,Passed Inspection,NA,NA,NA,NA
1-01236-0044,NA,NA,2412 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,52,1915,76627,"$1,733,066 ",$23 ,"$583,188 ",$8 ,"$1,149,878 ","$8,403,000 ",$110 ,0.1,1-01236-0044,1012360044,991220.6,227053.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01236-7501,No,0428-R1,250 WEST 89 STREET,UPPER WEST SIDE (79-96),R9-CONDOMINIUM,142,1986,134054,"$5,261,620 ",$39 ,"$1,738,680 ",$13 ,"$3,522,940 ","$26,641,000 ",$199 ,NA,1-01236-7501,1012367501,991004.3,227172.6,INITIAL_INSP,PO432715,4/5/12,Passed Inspection,INITIAL_INSP,PO344495,10/31/11,Passed Inspection,INITIAL_INSP,PO172501,9/7/10,Passed Inspection,NA,NA,NA,NA
1-01236-7502,No,1814-R1,215 WEST 88 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,94,1915,171946,"$5,502,272 ",$32 ,"$1,819,189 ",$11 ,"$3,683,083 ","$27,456,989 ",$160 ,NA,1-01236-7502,1012367502,991216.8,226948.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01236-7503,No,2075-R1,211 WEST 88 STREET,UPPER WEST SIDE (79-96),R2-CONDOMINIUM,15,1910,10789,"$329,820 ",$31 ,"$91,275 ",$8 ,"$238,545 ","$1,784,001 ",$165 ,NA,1-01236-7503,1012367503,991305.7,226886.9,INITIAL_INSP,PO432712,4/4/12,Passed Inspection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01237-7501,No,0285-R1,2421 BROADWAY,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,72,1920,147994,"$4,577,454 ",$31 ,"$1,380,784 ",$9 ,"$3,196,670 ","$23,881,999 ",$161 ,NA,1-01237-7501,1012377501,991073,227312.6,INITIAL_INSP,PO431390,3/29/12,Passed Inspection,INITIAL_INSP,PO344488,10/13/11,Passed Inspection,INITIAL_INSP,PO172494,9/7/10,Passed Inspection,NA,NA,NA,NA
1-01237-7502,No,0384-R1,250 WEST 90 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,157,1985,170760,"$6,869,675 ",$40 ,"$2,435,038 ",$14 ,"$4,434,637 ","$33,511,998 ",$196 ,NA,1-01237-7502,1012377502,991100.9,227409.9,INITIAL_INSP,PO431394,3/29/12,Passed Inspection,INITIAL_INSP,PO344489,10/13/11,Passed Inspection,INITIAL_INSP,PO172495,9/7/10,Passed Inspection,INITIAL_INSP,PO123120,6/15/10,Passed Inspection
1-01238-7501,No,1117-R1,215 WEST 90 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,93,1922,166559,"$5,479,791 ",$33 ,"$1,868,792 ",$11 ,"$3,610,999 ","$26,850,001 ",$161 ,NA,1-01238-7501,1012387501,991485.8,227396.9,COMPLIANCE_INSP,PO166681,10/18/10,Passed Inspection,INITIAL_INSP,PO431306,4/2/12,Passed Inspection,INITIAL_INSP,PO344187,10/11/11,Passed Inspection,INITIAL_INSP,PO166681,9/1/10,Active Rat Signs
1-01238-7503,No,1265-R1,203 WEST 90 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,84,1920,118026,"$3,508,913 ",$30 ,"$716,418 ",$6 ,"$2,792,495 ","$15,070,009 ",$128 ,NA,1-01238-7503,1012387503,991624.6,227320,INITIAL_INSP,PO431307,4/2/12,Passed Inspection,INITIAL_INSP,PO344188,10/11/11,Passed Inspection,INITIAL_INSP,PO166682,9/1/10,Passed Inspection,NA,NA,NA,NA
1-01239-7501,No,0732-R1,640 WEST END AVENUE,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,37,1913,59951,"$2,171,425 ",$36 ,"$696,031 ",$12 ,"$1,475,394 ","$7,645,006 ",$128 ,NA,1-01239-7501,1012397501,991137.1,227850.3,INITIAL_INSP,PO431205,3/29/12,Passed Inspection,INITIAL_INSP,PO344442,10/24/11,Passed Inspection,INITIAL_INSP,PO172449,9/7/10,Passed Inspection,NA,NA,NA,NA
1-01239-7502,No,1089-R1,650 WEST END AVENUE,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,47,1916,92402,"$3,079,759 ",$33 ,"$1,050,611 ",$11 ,"$2,029,148 ","$15,075,004 ",$163 ,NA,1-01239-7502,1012397502,991191.6,227966.5,INITIAL_INSP,PO559608,10/5/12,Passed Inspection,INITIAL_INSP,PO431207,3/29/12,Passed Inspection,INITIAL_INSP,PO344440,10/24/11,Passed Inspection,INITIAL_INSP,PO172447,9/7/10,Passed Inspection
1-01240-0010,NA,NA,2481 BROADWAY,UPPER WEST SIDE (79-96),D7-ELEVATOR,91,1925,132975,"$3,375,132 ",$25 ,"$984,768 ",$7 ,"$2,390,364 ","$17,334,000 ",$130 ,0.09,1-01240-0010,1012400010,991459.8,228024.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01240-7501,No,0387-R1,255 WEST 92 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,15,1900,15815,"$500,070 ",$32 ,"$129,367 ",$8 ,"$370,703 ","$2,766,001 ",$175 ,NA,1-01240-7501,1012407501,991398.3,228050.4,INITIAL_INSP,PO431167,3/27/12,Passed Inspection,INITIAL_INSP,PO344434,10/21/11,Passed Inspection,INITIAL_INSP,PO336723,8/16/11,Passed Inspection,INITIAL_INSP,PO172441,9/13/10,Passed Inspection
1-01240-7502,No,1727-R1,220 WEST 93 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,58,1926,116997,"$3,206,888 ",$27 ,"$1,130,191 ",$10 ,"$2,076,697 ","$14,975,998 ",$128 ,NA,1-01240-7502,1012407502,991742.5,227962.1,INITIAL_INSP,PO431159,3/27/12,Passed Inspection,INITIAL_INSP,PO344166,9/30/11,Passed Inspection,INITIAL_INSP,PO163052,12/6/10,Passed Inspection,INITIAL_INSP,PO12080,9/28/09,Passed Inspection
1-01241-0038,NA,NA,204 WEST 94 STREET,UPPER WEST SIDE (79-96),D1-ELEVATOR,30,1910,17760,"$472,756 ",$27 ,"$175,787 ",$10 ,"$296,969 ","$2,147,000 ",$121 ,0.1,1-01241-0038,1012410038,992006.6,228136.9,INITIAL_INSP,PO431083,3/26/12,Passed Inspection,INITIAL_INSP,PO344165,9/30/11,Passed Inspection,INITIAL_INSP,PO166660,8/31/10,Passed Inspection,NA,NA,NA,NA
1-01241-7501,No,0200-R1,257 WEST 93 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,15,1930,16506,"$521,920 ",$32 ,"$135,019 ",$8 ,"$386,901 ","$2,885,999 ",$175 ,NA,1-01241-7501,1012417501,991509.2,228268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01243-0042,NA,NA,2552 BROADWAY,UPPER WEST SIDE (79-96),D7-ELEVATOR,52,1921,43340,"$2,819,883 ",$65 ,"$831,441 ",$19 ,"$1,988,442 ","$14,719,000 ",$340 ,0.29,1-01243-0042,1012430042,992137.3,228654.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01243-7501,No,0415-R1,215 WEST 95 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,212,1986,145085,"$5,240,470 ",$36 ,"$1,723,610 ",$12 ,"$3,516,860 ","$25,941,002 ",$179 ,NA,1-01243-7501,1012437501,992103.2,228561.9,COMPLIANCE_INSP,PO165901,10/18/10,Passed Inspection,INITIAL_INSP,PO429885,3/26/12,Passed Inspection,INITIAL_INSP,PO344132,10/11/11,Passed Inspection,INITIAL_INSP,PO165901,8/31/10,Active Rat Signs
1-01244-7501,No,0221-R1,303 WEST 80 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,24,1920,20118,"$689,243 ",$34 ,"$174,222 ",$9 ,"$515,021 ","$3,815,998 ",$190 ,NA,1-01244-7501,1012447501,989531.8,225412.7,INITIAL_INSP,PO434001,3/28/12,Passed Inspection,INITIAL_INSP,PO352890,10/6/11,Passed Inspection,NA,NA,NA,NA,NA,NA,NA,NA
1-01245-7501,No,0029-R1,309 WEST 83 STREET,UPPER WEST SIDE (79-96),R9-CONDOMINIUM,17,1920,25216,"$862,135 ",$34 ,"$256,195 ",$10 ,"$605,940 ","$4,490,000 ",$178 ,NA,1-01245-7501,1012457501,989882.8,226140.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01246-7501,No,0078-R1,342 WEST 85 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,22,1910,28436,"$974,217 ",$34 ,"$246,256 ",$9 ,"$727,961 ","$5,393,999 ",$190 ,NA,1-01246-7501,1012467501,989738,226610.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01247-7501,No,0740-R1,340 WEST 86 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,70,1950,90566,"$3,006,791 ",$33 ,"$965,434 ",$11 ,"$2,041,357 ","$15,149,996 ",$167 ,NA,1-01247-7501,1012477501,989798.4,226887.5,INITIAL_INSP,PO430092,3/23/12,Passed Inspection,INITIAL_INSP,PO351584,10/3/11,Passed Inspection,INITIAL_INSP,PO179394,9/23/10,Passed Inspection,NA,NA,NA,NA
1-01247-7502,No,2092-R1,535 WEST END AVENUE,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,30,2008,192725,"$10,673,111 ",$55 ,"$2,303,064 ",$12 ,"$8,370,047 ","$62,425,999 ",$324 ,NA,1-01247-7502,1012477502,990247.6,226647.8,INITIAL_INSP,PO430100,3/23/12,Passed Inspection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-01250-7503,No,1692-R1,317 WEST 89 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,24,1920,60480,"$2,078,093 ",$34 ,"$488,074 ",$8 ,"$1,590,019 ","$10,515,001 ",$174 ,NA,1-01250-7503,1012507503,990580.1,227623.8,INITIAL_INSP,PO431370,3/29/12,Passed Inspection,INITIAL_INSP,PO349330,10/21/11,Passed Inspection,INITIAL_INSP,PO175914,9/15/10,Passed Inspection,NA,NA,NA,NA
